,acquisition_date,acquisitions
4727,2007-07-21,9
4728,2007-07-20,7
4729,2007-07-19,9
4730,2007-07-18,8
4731,2007-07-17,15
4732,2007-07-16,7
4733,2007-07-15,8
4734,2007-07-14,8
4735,2007-07-13,6
4736,2007-07-12,5
4737,2007-07-11,12
4738,2007-07-10,6
4739,2007-07-09,9
4740,2007-07-08,7
4741,2007-07-07,9
4742,2007-07-06,13
4743,2007-07-05,12
4744,2007-07-04,8
4745,2007-07-03,8
4746,2007-07-02,9
4747,2007-07-01,11
4748,2007-06-30,7
4749,2007-06-29,7
4750,2007-06-28,13
4751,2007-06-27,11
4752,2007-06-26,10
4753,2007-06-25,12
4754,2007-06-24,14
4755,2007-06-23,9
4756,2007-06-22,5
4757,2007-06-21,12
4758,2007-06-20,10
4759,2007-06-19,8
4760,2007-06-18,8
4761,2007-06-17,12
4762,2007-06-16,8
4763,2007-06-15,10
4764,2007-06-14,8
4765,2007-06-13,14
4766,2007-06-12,6
4767,2007-06-11,5
4768,2007-06-10,9
4769,2007-06-09,13
4770,2007-06-08,13
4771,2007-06-07,9
4772,2007-06-06,12
4773,2007-06-05,8
4774,2007-06-04,9
4775,2007-06-03,8
4776,2007-06-02,9
4777,2007-06-01,8
4778,2007-05-31,17
4779,2007-05-30,12
4780,2007-05-29,9
4781,2007-05-28,8
4782,2007-05-27,13
4783,2007-05-26,9
4784,2007-05-25,4
4785,2007-05-24,8
4786,2007-05-23,15
4787,2007-05-22,5
4788,2007-05-21,7
4789,2007-05-20,12
4790,2007-05-19,12
4791,2007-05-18,8
4792,2007-05-17,9
4793,2007-05-16,8
4794,2007-05-15,14
4795,2007-05-14,12
4796,2007-05-13,15
4797,2007-05-12,5
4798,2007-05-11,11
4799,2007-05-10,8
4800,2007-05-09,7
4801,2007-05-08,14
4802,2007-05-07,10
4803,2007-05-06,9
4804,2007-05-05,10
4805,2007-05-04,11
4806,2007-05-03,12
4807,2007-05-02,15
4808,2007-05-01,8
4809,2007-04-30,8
4810,2007-04-29,11
4811,2007-04-28,9
4812,2007-04-27,10
4813,2007-04-26,14
4814,2007-04-25,10
4815,2007-04-24,11
4816,2007-04-23,10
4817,2007-04-22,7
4818,2007-04-21,9
4819,2007-04-20,11
4820,2007-04-19,13
4821,2007-04-18,11
4822,2007-04-17,8
4823,2007-04-16,13
4824,2007-04-15,10
4825,2007-04-14,12
4826,2007-04-13,11
4827,2007-04-12,11
4828,2007-04-11,8
4829,2007-04-10,9
4830,2007-04-09,13
4831,2007-04-08,5
4832,2007-04-07,9
4833,2007-04-06,9
4834,2007-04-05,7
4835,2007-04-04,9
4836,2007-04-03,6
4837,2007-04-02,7
4838,2007-04-01,9
4839,2007-03-31,10
4840,2007-03-30,8
4841,2007-03-29,6
4842,2007-03-28,9
4843,2007-03-27,11
4844,2007-03-26,9
4845,2007-03-25,8
4846,2007-03-24,9
4847,2007-03-23,12
4848,2007-03-22,9
4849,2007-03-21,9
4850,2007-03-20,14
4851,2007-03-19,9
4852,2007-03-18,17
4853,2007-03-17,11
4854,2007-03-16,4
4855,2007-03-15,9
4856,2007-03-14,14
4857,2007-03-13,6
4858,2007-03-12,6
4859,2007-03-11,7
4860,2007-03-10,6
4861,2007-03-09,6
4862,2007-03-08,8
4863,2007-03-07,9
4864,2007-03-06,9
4865,2007-03-05,9
4866,2007-03-04,12
4867,2007-03-03,9
4868,2007-03-02,10
4869,2007-03-01,4
4870,2007-02-28,9
4871,2007-02-27,14
4872,2007-02-26,7
4873,2007-02-25,9
4874,2007-02-24,9
4875,2007-02-23,6
4876,2007-02-22,5
4877,2007-02-21,8
4878,2007-02-20,9
4879,2007-02-19,7
4880,2007-02-18,5
4881,2007-02-17,14
4882,2007-02-16,9
4883,2007-02-15,7
4884,2007-02-14,8
4885,2007-02-13,11
4886,2007-02-12,8
4887,2007-02-11,11
4888,2007-02-10,11
4889,2007-02-09,12
4890,2007-02-08,5
4891,2007-02-07,6
4892,2007-02-06,9
4893,2007-02-05,8
4894,2007-02-04,11
4895,2007-02-03,6
4896,2007-02-02,10
4897,2007-02-01,14
4898,2007-01-31,10
4899,2007-01-30,6
4900,2007-01-29,7
4901,2007-01-28,4
4902,2007-01-27,5
4903,2007-01-26,8
4904,2007-01-25,16
4905,2007-01-24,8
4906,2007-01-23,13
4907,2007-01-22,11
4908,2007-01-21,8
4909,2007-01-20,14
4910,2007-01-19,7
4911,2007-01-18,5
4912,2007-01-17,9
4913,2007-01-16,8
4914,2007-01-15,10
4915,2007-01-14,9
4916,2007-01-13,5
4917,2007-01-12,7
4918,2007-01-11,2
4919,2007-01-10,9
4920,2007-01-09,6
4921,2007-01-08,13
4922,2007-01-07,10
4923,2007-01-06,13
4924,2007-01-05,9
4925,2007-01-04,6
4926,2007-01-03,10
4927,2007-01-02,17
4928,2007-01-01,6
4929,2006-12-31,10
4930,2006-12-30,8
4931,2006-12-29,14
4932,2006-12-28,9
4933,2006-12-27,8
4934,2006-12-26,7
4935,2006-12-25,12
4936,2006-12-24,11
4937,2006-12-23,6
4938,2006-12-22,10
4939,2006-12-21,13
4940,2006-12-20,5
4941,2006-12-19,10
4942,2006-12-18,12
4943,2006-12-17,6
4944,2006-12-16,10
4945,2006-12-15,5
4946,2006-12-14,5
4947,2006-12-13,11
4948,2006-12-12,10
4949,2006-12-11,9
4950,2006-12-10,8
4951,2006-12-09,15
4952,2006-12-08,7
4953,2006-12-07,13
4954,2006-12-06,10
4955,2006-12-05,10
4956,2006-12-04,10
4957,2006-12-03,7
4958,2006-12-02,10
4959,2006-12-01,9
4960,2006-11-30,12
4961,2006-11-29,9
4962,2006-11-28,10
4963,2006-11-27,15
4964,2006-11-26,5
4965,2006-11-25,10
4966,2006-11-24,11
4967,2006-11-23,14
4968,2006-11-22,11
4969,2006-11-21,13
4970,2006-11-20,7
4971,2006-11-19,11
4972,2006-11-18,11
4973,2006-11-17,8
4974,2006-11-16,10
4975,2006-11-15,6
4976,2006-11-14,10
4977,2006-11-13,12
4978,2006-11-12,12
4979,2006-11-11,11
4980,2006-11-10,7
4981,2006-11-09,10
4982,2006-11-08,8
4983,2006-11-07,5
4984,2006-11-06,5
4985,2006-11-05,14
4986,2006-11-04,8
4987,2006-11-03,16
4988,2006-11-02,11
4989,2006-11-01,8
4990,2006-10-31,10
4991,2006-10-30,11
4992,2006-10-29,8
4993,2006-10-28,4
4994,2006-10-27,11
4995,2006-10-26,6
4996,2006-10-25,10
4997,2006-10-24,7
4998,2006-10-23,13
4999,2006-10-22,17
5000,2006-10-21,7
5001,2006-10-20,8
5002,2006-10-19,12
5003,2006-10-18,13
5004,2006-10-17,10
5005,2006-10-16,10
5006,2006-10-15,7
5007,2006-10-14,8
5008,2006-10-13,11
5009,2006-10-12,11
5010,2006-10-11,9
5011,2006-10-10,7
5012,2006-10-09,7
5013,2006-10-08,7
5014,2006-10-07,12
5015,2006-10-06,18
5016,2006-10-05,6
5017,2006-10-04,1
5018,2006-10-03,12
5019,2006-10-02,12
5020,2006-10-01,12
5021,2006-09-30,10
5022,2006-09-29,14
5023,2006-09-28,5
5024,2006-09-27,4
5025,2006-09-26,18
5026,2006-09-25,8
5027,2006-09-24,14
5028,2006-09-23,5
5029,2006-09-22,12
5030,2006-09-21,10
5031,2006-09-20,7
5032,2006-09-19,9
5033,2006-09-18,10
5034,2006-09-17,15
5035,2006-09-16,5
5036,2006-09-15,9
5037,2006-09-14,7
5038,2006-09-13,13
5039,2006-09-12,9
5040,2006-09-11,13
5041,2006-09-10,5
5042,2006-09-09,5
5043,2006-09-08,6
5044,2006-09-07,7
5045,2006-09-06,9
5046,2006-09-05,7
5047,2006-09-04,10
5048,2006-09-03,8
5049,2006-09-02,12
5050,2006-09-01,5
5051,2006-08-31,5
5052,2006-08-30,15
5053,2006-08-29,10
5054,2006-08-28,9
5055,2006-08-27,10
5056,2006-08-26,12
5057,2006-08-25,3
5058,2006-08-24,7
5059,2006-08-23,6
5060,2006-08-22,8
5061,2006-08-21,9
5062,2006-08-20,11
5063,2006-08-19,9
5064,2006-08-18,6
5065,2006-08-17,4
5066,2006-08-16,10
5067,2006-08-15,13
5068,2006-08-14,14
5069,2006-08-13,10
5070,2006-08-12,7
5071,2006-08-11,15
5072,2006-08-10,13
5073,2006-08-09,7
5074,2006-08-08,9
5075,2006-08-07,9
5076,2006-08-06,8
5077,2006-08-05,7
5078,2006-08-04,12
5079,2006-08-03,9
5080,2006-08-02,9
5081,2006-08-01,9
5082,2006-07-31,12
5083,2006-07-30,6
5084,2006-07-29,11
5085,2006-07-28,8
5086,2006-07-27,6
5087,2006-07-26,13
5088,2006-07-25,12
5089,2006-07-24,9
5090,2006-07-23,7
5091,2006-07-22,16
5092,2006-07-21,7
5093,2006-07-20,10
5094,2006-07-19,11
5095,2006-07-18,9
5096,2006-07-17,7
5097,2006-07-16,12
5098,2006-07-15,12
5099,2006-07-14,10
5100,2006-07-13,9
5101,2006-07-12,8
5102,2006-07-11,9
5103,2006-07-10,19
5104,2006-07-09,3
5105,2006-07-08,18
5106,2006-07-07,6
5107,2006-07-06,12
5108,2006-07-05,15
5109,2006-07-04,10
5110,2006-07-03,7
5111,2006-07-02,16
5112,2006-07-01,8
5113,2006-06-30,9
5114,2006-06-29,10
5115,2006-06-28,11
5116,2006-06-27,11
5117,2006-06-26,7
5118,2006-06-25,10
5119,2006-06-24,16
5120,2006-06-23,5
5121,2006-06-22,5
5122,2006-06-21,10
5123,2006-06-20,11
5124,2006-06-19,11
5125,2006-06-18,11
5126,2006-06-17,14
5127,2006-06-16,9
5128,2006-06-15,10
5129,2006-06-14,9
5130,2006-06-13,13
5131,2006-06-12,8
5132,2006-06-11,9
5133,2006-06-10,12
5134,2006-06-09,10
5135,2006-06-08,15
5136,2006-06-07,7
5137,2006-06-06,7
5138,2006-06-05,6
5139,2006-06-04,12
5140,2006-06-03,5
5141,2006-06-02,8
5142,2006-06-01,12
5143,2006-05-31,7
5144,2006-05-30,8
5145,2006-05-29,13
5146,2006-05-28,16
5147,2006-05-27,12
5148,2006-05-26,6
5149,2006-05-25,7
5150,2006-05-24,12
5151,2006-05-23,9
5152,2006-05-22,12
5153,2006-05-21,15
5154,2006-05-20,10
5155,2006-05-19,6
5156,2006-05-18,10
5157,2006-05-17,9
5158,2006-05-16,4
5159,2006-05-15,13
5160,2006-05-14,12
5161,2006-05-13,8
5162,2006-05-12,12
5163,2006-05-11,14
5164,2006-05-10,12
5165,2006-05-09,10
5166,2006-05-08,10
5167,2006-05-07,6
5168,2006-05-06,11
5169,2006-05-05,6
5170,2006-05-04,10
5171,2006-05-03,11
5172,2006-05-02,11
5173,2006-05-01,13
5174,2006-04-30,10
5175,2006-04-29,15
5176,2006-04-28,8
5177,2006-04-27,8
5178,2006-04-26,8
5179,2006-04-25,11
5180,2006-04-24,9
5181,2006-04-23,15
5182,2006-04-22,8
5183,2006-04-21,8
5184,2006-04-20,9
5185,2006-04-19,20
5186,2006-04-18,12
5187,2006-04-17,13
5188,2006-04-16,6
5189,2006-04-15,7
5190,2006-04-14,7
5191,2006-04-13,8
5192,2006-04-12,8
5193,2006-04-11,8
5194,2006-04-10,7
5195,2006-04-09,10
5196,2006-04-08,8
5197,2006-04-07,12
5198,2006-04-06,11
5199,2006-04-05,10
5200,2006-04-04,6
5201,2006-04-03,17
5202,2006-04-02,6
5203,2006-04-01,8
5204,2006-03-31,9
5205,2006-03-30,9
5206,2006-03-29,5
5207,2006-03-28,13
5208,2006-03-27,8
5209,2006-03-26,11
5210,2006-03-25,12
5211,2006-03-24,7
5212,2006-03-23,10
5213,2006-03-22,10
5214,2006-03-21,15
5215,2006-03-20,5
5216,2006-03-19,11
5217,2006-03-18,15
5218,2006-03-17,11
5219,2006-03-16,9
5220,2006-03-15,10
5221,2006-03-14,12
5222,2006-03-13,8
5223,2006-03-12,9
5224,2006-03-11,14
5225,2006-03-10,7
5226,2006-03-09,9
5227,2006-03-08,8
5228,2006-03-07,11
5229,2006-03-06,9
5230,2006-03-05,11
5231,2006-03-04,14
5232,2006-03-03,6
5233,2006-03-02,10
5234,2006-03-01,13
5235,2006-02-28,10
5236,2006-02-27,8
5237,2006-02-26,13
5238,2006-02-25,5
5239,2006-02-24,15
5240,2006-02-23,9
5241,2006-02-22,10
5242,2006-02-21,18
5243,2006-02-20,19
5244,2006-02-19,7
5245,2006-02-18,8
5246,2006-02-17,9
5247,2006-02-16,10
5248,2006-02-15,11
5249,2006-02-14,8
5250,2006-02-13,4
5251,2006-02-12,6
5252,2006-02-11,16
5253,2006-02-10,8
5254,2006-02-09,12
5255,2006-02-08,5
5256,2006-02-07,7
5257,2006-02-06,10
5258,2006-02-05,11
5259,2006-02-04,12
5260,2006-02-03,5
5261,2006-02-02,6
5262,2006-02-01,9
5263,2006-01-31,5
5264,2006-01-30,9
5265,2006-01-29,18
5266,2006-01-28,4
5267,2006-01-27,6
5268,2006-01-26,9
5269,2006-01-25,7
5270,2006-01-24,7
5271,2006-01-23,9
5272,2006-01-22,15
5273,2006-01-21,7
5274,2006-01-20,7
5275,2006-01-19,11
5276,2006-01-18,4
5277,2006-01-17,14
5278,2006-01-16,6
5279,2006-01-15,6
5280,2006-01-14,8
5281,2006-01-13,4
5282,2006-01-12,7
5283,2006-01-11,6
5284,2006-01-10,10
5285,2006-01-09,14
5286,2006-01-08,5
5287,2006-01-07,8
5288,2006-01-06,10
5289,2006-01-05,9
5290,2006-01-04,7
5291,2006-01-03,14
5292,2006-01-02,11
5293,2006-01-01,8
5294,2005-12-31,6
5295,2005-12-30,5
5296,2005-12-29,3
5297,2005-12-28,4
5298,2005-12-27,9
5299,2005-12-26,12
5300,2005-12-25,12
5301,2005-12-24,7
5302,2005-12-23,8
5303,2005-12-22,16
5304,2005-12-21,11
5305,2005-12-20,7
5306,2005-12-19,7
5307,2005-12-18,3
5308,2005-12-17,5
5309,2005-12-16,9
5310,2005-12-15,7
5311,2005-12-14,6
5312,2005-12-13,14
5313,2005-12-12,8
5314,2005-12-11,5
5315,2005-12-10,9
5316,2005-12-09,6
5317,2005-12-08,7
5318,2005-12-07,13
5319,2005-12-06,6
5320,2005-12-05,11
5321,2005-12-04,8
5322,2005-12-03,8
5323,2005-12-02,8
5324,2005-12-01,13
5325,2005-11-30,9
5326,2005-11-29,10
5327,2005-11-28,17
5328,2005-11-27,7
5329,2005-11-26,11
5330,2005-11-25,3
5331,2005-11-24,10
5332,2005-11-23,10
5333,2005-11-22,12
5334,2005-11-21,13
5335,2005-11-20,7
5336,2005-11-19,9
5337,2005-11-18,12
5338,2005-11-17,13
5339,2005-11-16,20
5340,2005-11-15,7
5341,2005-11-14,16
5342,2005-11-13,8
5343,2005-11-12,12
5344,2005-11-11,6
5345,2005-11-10,17
5346,2005-11-09,11
5347,2005-11-08,6
5348,2005-11-07,12
5349,2005-11-06,7
5350,2005-11-05,12
5351,2005-11-04,12
5352,2005-11-03,12
5353,2005-11-02,14
5354,2005-11-01,12
5355,2005-10-31,10
5356,2005-10-30,9
5357,2005-10-29,7
5358,2005-10-28,7
5359,2005-10-27,5
5360,2005-10-26,8
5361,2005-10-25,12
5362,2005-10-24,9
5363,2005-10-23,12
5364,2005-10-22,5
5365,2005-10-21,7
5366,2005-10-20,6
5367,2005-10-19,13
5368,2005-10-18,6
5369,2005-10-17,9
5370,2005-10-16,7
5371,2005-10-15,11
5372,2005-10-14,6
5373,2005-10-13,13
5374,2005-10-12,18
5375,2005-10-11,11
5376,2005-10-10,9
5377,2005-10-09,10
5378,2005-10-08,9
5379,2005-10-07,10
5380,2005-10-06,7
5381,2005-10-05,12
5382,2005-10-04,9
5383,2005-10-03,7
5384,2005-10-02,11
5385,2005-10-01,9
5386,2005-09-30,12
5387,2005-09-29,8
5388,2005-09-28,12
5389,2005-09-27,9
5390,2005-09-26,9
5391,2005-09-25,11
5392,2005-09-24,12
5393,2005-09-23,8
5394,2005-09-22,5
5395,2005-09-21,12
5396,2005-09-20,8
5397,2005-09-19,8
5398,2005-09-18,11
5399,2005-09-17,7
5400,2005-09-16,6
5401,2005-09-15,12
5402,2005-09-14,10
5403,2005-09-13,8
5404,2005-09-12,6
5405,2005-09-11,7
5406,2005-09-10,5
5407,2005-09-09,9
5408,2005-09-08,5
5409,2005-09-07,9
5410,2005-09-06,13
5411,2005-09-05,4
5412,2005-09-04,6
5413,2005-09-03,14
5414,2005-09-02,9
5415,2005-09-01,9
5416,2005-08-31,5
5417,2005-08-30,15
5418,2005-08-29,12
5419,2005-08-28,14
5420,2005-08-27,10
5421,2005-08-26,13
5422,2005-08-25,7
5423,2005-08-24,11
5424,2005-08-23,5
5425,2005-08-22,14
5426,2005-08-21,10
5427,2005-08-20,8
5428,2005-08-19,12
5429,2005-08-18,12
5430,2005-08-17,5
5431,2005-08-16,11
5432,2005-08-15,10
5433,2005-08-14,6
5434,2005-08-13,8
5435,2005-08-12,9
5436,2005-08-11,6
5437,2005-08-10,5
5438,2005-08-09,5
5439,2005-08-08,10
5440,2005-08-07,14
5441,2005-08-06,10
5442,2005-08-05,9
5443,2005-08-04,9
5444,2005-08-03,9
5445,2005-08-02,17
5446,2005-08-01,12
5447,2005-07-31,7
5448,2005-07-30,10
5449,2005-07-29,14
5450,2005-07-28,13
5451,2005-07-27,6
5452,2005-07-26,15
5453,2005-07-25,8
5454,2005-07-24,13
5455,2005-07-23,10
5456,2005-07-22,12
5457,2005-07-21,8
5458,2005-07-20,13
5459,2005-07-19,10
5460,2005-07-18,9
5461,2005-07-17,8
5462,2005-07-16,10
5463,2005-07-15,10
5464,2005-07-14,12
5465,2005-07-13,9
5466,2005-07-12,11
5467,2005-07-11,13
5468,2005-07-10,10
5469,2005-07-09,8
5470,2005-07-08,8
5471,2005-07-07,13
5472,2005-07-06,13
5473,2005-07-05,10
5474,2005-07-04,11
5475,2005-07-03,18
5476,2005-07-02,9
5477,2005-07-01,8
5478,2005-06-30,6
5479,2005-06-29,7
5480,2005-06-28,13
5481,2005-06-27,11
5482,2005-06-26,13
5483,2005-06-25,9
5484,2005-06-24,6
5485,2005-06-23,6
5486,2005-06-22,8
5487,2005-06-21,8
5488,2005-06-20,9
5489,2005-06-19,7
5490,2005-06-18,9
5491,2005-06-17,11
5492,2005-06-16,11
5493,2005-06-15,15
5494,2005-06-14,6
5495,2005-06-13,3
5496,2005-06-12,12
5497,2005-06-11,8
5498,2005-06-10,13
5499,2005-06-09,3
5500,2005-06-08,9
5501,2005-06-07,12
5502,2005-06-06,10
5503,2005-06-05,4
5504,2005-06-04,8
5505,2005-06-03,16
5506,2005-06-02,10
5507,2005-06-01,18
5508,2005-05-31,11
5509,2005-05-30,8
5510,2005-05-29,14
5511,2005-05-28,8
5512,2005-05-27,6
5513,2005-05-26,7
5514,2005-05-25,10
5515,2005-05-24,9
5516,2005-05-23,17
5517,2005-05-22,12
5518,2005-05-21,5
5519,2005-05-20,6
5520,2005-05-19,6
5521,2005-05-18,8
5522,2005-05-17,12
5523,2005-05-16,11
5524,2005-05-15,12
5525,2005-05-14,7
5526,2005-05-13,4
5527,2005-05-12,6
5528,2005-05-11,15
5529,2005-05-10,4
5530,2005-05-09,4
5531,2005-05-08,9
5532,2005-05-07,9
5533,2005-05-06,5
5534,2005-05-05,7
5535,2005-05-04,11
5536,2005-05-03,6
5537,2005-05-02,12
5538,2005-05-01,7
5539,2005-04-30,6
5540,2005-04-29,12
5541,2005-04-28,6
5542,2005-04-27,6
5543,2005-04-26,13
5544,2005-04-25,14
5545,2005-04-24,4
5546,2005-04-23,11
5547,2005-04-22,5
5548,2005-04-21,10
5549,2005-04-20,9
5550,2005-04-19,10
5551,2005-04-18,10
5552,2005-04-17,5
5553,2005-04-16,8
5554,2005-04-15,8
5555,2005-04-14,7
5556,2005-04-13,12
5557,2005-04-12,6
5558,2005-04-11,12
5559,2005-04-10,9
5560,2005-04-09,13
5561,2005-04-08,6
5562,2005-04-07,12
5563,2005-04-06,8
5564,2005-04-05,7
5565,2005-04-04,10
5566,2005-04-03,12
5567,2005-04-02,15
5568,2005-04-01,10
5569,2005-03-31,12
5570,2005-03-30,5
5571,2005-03-29,11
5572,2005-03-28,4
5573,2005-03-27,10
5574,2005-03-26,14
5575,2005-03-25,11
5576,2005-03-24,12
5577,2005-03-23,8
5578,2005-03-22,11
5579,2005-03-21,9
5580,2005-03-20,9
5581,2005-03-19,12
5582,2005-03-18,7
5583,2005-03-17,9
5584,2005-03-16,14
5585,2005-03-15,9
5586,2005-03-14,11
5587,2005-03-13,10
5588,2005-03-12,4
5589,2005-03-11,13
5590,2005-03-10,13
5591,2005-03-09,8
5592,2005-03-08,11
5593,2005-03-07,9
5594,2005-03-06,11
5595,2005-03-05,8
5596,2005-03-04,8
5597,2005-03-03,9
5598,2005-03-02,9
5599,2005-03-01,15
5600,2005-02-28,6
5601,2005-02-27,9
5602,2005-02-26,9
5603,2005-02-25,14
5604,2005-02-24,7
5605,2005-02-23,7
5606,2005-02-22,17
5607,2005-02-21,5
5608,2005-02-20,13
5609,2005-02-19,14
5610,2005-02-18,17
5611,2005-02-17,5
5612,2005-02-16,17
5613,2005-02-15,13
5614,2005-02-14,6
5615,2005-02-13,11
5616,2005-02-12,10
5617,2005-02-11,12
5618,2005-02-10,3
5619,2005-02-09,19
5620,2005-02-08,7
5621,2005-02-07,14
5622,2005-02-06,7
5623,2005-02-05,10
5624,2005-02-04,9
5625,2005-02-03,8
5626,2005-02-02,6
5627,2005-02-01,20
5628,2005-01-31,10
5629,2005-01-30,12
5630,2005-01-29,10
5631,2005-01-28,18
5632,2005-01-27,6
5633,2005-01-26,14
5634,2005-01-25,12
5635,2005-01-24,11
5636,2005-01-23,10
5637,2005-01-22,4
5638,2005-01-21,12
5639,2005-01-20,8
5640,2005-01-19,11
5641,2005-01-18,6
5642,2005-01-17,9
5643,2005-01-16,9
5644,2005-01-15,10
5645,2005-01-14,11
5646,2005-01-13,10
5647,2005-01-12,7
5648,2005-01-11,6
5649,2005-01-10,8
5650,2005-01-09,12
5651,2005-01-08,5
5652,2005-01-07,10
5653,2005-01-06,7
5654,2005-01-05,14
5655,2005-01-04,10
5656,2005-01-03,10
5657,2005-01-02,10
5658,2005-01-01,8
5659,2004-12-31,14
5660,2004-12-30,4
5661,2004-12-29,12
5662,2004-12-28,5
5663,2004-12-27,9
5664,2004-12-26,16
5665,2004-12-25,6
5666,2004-12-24,2
5667,2004-12-23,10
5668,2004-12-22,7
5669,2004-12-21,13
5670,2004-12-20,10
5671,2004-12-19,11
5672,2004-12-18,5
5673,2004-12-17,8
5674,2004-12-16,9
5675,2004-12-15,8
5676,2004-12-14,7
5677,2004-12-13,5
5678,2004-12-12,11
5679,2004-12-11,8
5680,2004-12-10,7
5681,2004-12-09,6
5682,2004-12-08,7
5683,2004-12-07,8
5684,2004-12-06,11
5685,2004-12-05,10
5686,2004-12-04,3
5687,2004-12-03,7
5688,2004-12-02,10
5689,2004-12-01,10
5690,2004-11-30,9
5691,2004-11-29,10
5692,2004-11-28,8
5693,2004-11-27,4
5694,2004-11-26,10
5695,2004-11-25,11
5696,2004-11-24,7
5697,2004-11-23,4
5698,2004-11-22,6
5699,2004-11-21,4
5700,2004-11-20,14
5701,2004-11-19,9
5702,2004-11-18,13
5703,2004-11-17,7
5704,2004-11-16,8
5705,2004-11-15,8
5706,2004-11-14,10
5707,2004-11-13,14
5708,2004-11-12,11
5709,2004-11-11,8
5710,2004-11-10,6
5711,2004-11-09,14
5712,2004-11-08,9
5713,2004-11-07,8
5714,2004-11-06,8
5715,2004-11-05,12
5716,2004-11-04,8
5717,2004-11-03,8
5718,2004-11-02,5
5719,2004-11-01,10
5720,2004-10-31,12
5721,2004-10-30,14
5722,2004-10-29,14
5723,2004-10-28,4
5724,2004-10-27,8
5725,2004-10-26,7
5726,2004-10-25,9
5727,2004-10-24,8
5728,2004-10-23,7
5729,2004-10-22,11
5730,2004-10-21,8
5731,2004-10-20,13
5732,2004-10-19,7
5733,2004-10-18,9
5734,2004-10-17,10
5735,2004-10-16,8
5736,2004-10-15,12
5737,2004-10-14,13
5738,2004-10-13,10
5739,2004-10-12,7
5740,2004-10-11,11
5741,2004-10-10,9
5742,2004-10-09,11
5743,2004-10-08,11
5744,2004-10-07,7
5745,2004-10-06,9
5746,2004-10-05,11
5747,2004-10-04,6
5748,2004-10-03,9
5749,2004-10-02,7
5750,2004-10-01,5
5751,2004-09-30,14
5752,2004-09-29,9
5753,2004-09-28,10
5754,2004-09-27,7
5755,2004-09-26,10
5756,2004-09-25,9
5757,2004-09-24,5
5758,2004-09-23,8
5759,2004-09-22,3
5760,2004-09-21,17
5761,2004-09-20,8
5762,2004-09-19,2
5763,2004-09-18,6
5764,2004-09-17,11
5765,2004-09-16,11
5766,2004-09-15,14
5767,2004-09-14,9
5768,2004-09-13,10
5769,2004-09-12,13
5770,2004-09-11,7
5771,2004-09-10,8
5772,2004-09-09,8
5773,2004-09-08,10
5774,2004-09-07,9
5775,2004-09-06,8
5776,2004-09-05,7
5777,2004-09-04,14
5778,2004-09-03,11
5779,2004-09-02,11
5780,2004-09-01,9
5781,2004-08-31,8
5782,2004-08-30,12
5783,2004-08-29,10
5784,2004-08-28,10
5785,2004-08-27,8
5786,2004-08-26,11
5787,2004-08-25,17
5788,2004-08-24,8
5789,2004-08-23,12
5790,2004-08-22,14
5791,2004-08-21,10
5792,2004-08-20,5
5793,2004-08-19,11
5794,2004-08-18,11
5795,2004-08-17,13
5796,2004-08-16,12
5797,2004-08-15,6
5798,2004-08-14,6
5799,2004-08-13,6
5800,2004-08-12,8
5801,2004-08-11,10
5802,2004-08-10,11
5803,2004-08-09,14
5804,2004-08-08,14
5805,2004-08-07,7
5806,2004-08-06,5
5807,2004-08-05,13
5808,2004-08-04,8
5809,2004-08-03,9
5810,2004-08-02,12
5811,2004-08-01,7
5812,2004-07-31,6
5813,2004-07-30,12
5814,2004-07-29,11
5815,2004-07-28,7
5816,2004-07-27,6
5817,2004-07-26,9
5818,2004-07-25,9
5819,2004-07-24,6
5820,2004-07-23,9
5821,2004-07-22,15
5822,2004-07-21,13
5823,2004-07-20,10
5824,2004-07-19,9
5825,2004-07-18,11
5826,2004-07-17,6
5827,2004-07-16,5
5828,2004-07-15,10
5829,2004-07-14,11
5830,2004-07-13,10
5831,2004-07-12,7
5832,2004-07-11,7
5833,2004-07-10,10
5834,2004-07-09,11
5835,2004-07-08,13
5836,2004-07-07,9
5837,2004-07-06,11
5838,2004-07-05,13
5839,2004-07-04,8
5840,2004-07-03,16
5841,2004-07-02,11
5842,2004-07-01,11
5843,2004-06-30,14
5844,2004-06-29,6
5845,2004-06-28,12
5846,2004-06-27,7
5847,2004-06-26,8
5848,2004-06-25,8
5849,2004-06-24,12
5850,2004-06-23,6
5851,2004-06-22,3
5852,2004-06-21,14
5853,2004-06-20,8
5854,2004-06-19,12
5855,2004-06-18,5
5856,2004-06-17,13
5857,2004-06-16,6
5858,2004-06-15,7
5859,2004-06-14,12
5860,2004-06-13,7
5861,2004-06-12,11
5862,2004-06-11,6
5863,2004-06-10,9
5864,2004-06-09,10
5865,2004-06-08,11
5866,2004-06-07,9
5867,2004-06-06,9
5868,2004-06-05,7
5869,2004-06-04,11
5870,2004-06-03,12
5871,2004-06-02,4
5872,2004-06-01,5
5873,2004-05-31,12
5874,2004-05-30,8
5875,2004-05-29,5
5876,2004-05-28,4
5877,2004-05-27,8
5878,2004-05-26,6
5879,2004-05-25,15
5880,2004-05-24,7
5881,2004-05-23,7
5882,2004-05-22,11
5883,2004-05-21,13
5884,2004-05-20,6
5885,2004-05-19,6
5886,2004-05-18,8
5887,2004-05-17,11
5888,2004-05-16,11
5889,2004-05-15,11
5890,2004-05-14,8
5891,2004-05-13,9
